dataset,model,cal_size,test_size,BBQ_brier,BBQ_logloss,BBQ_kuiper,BBQ_ece-15,BBQ_accuracy,BBQ_time
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetTorch,1440,160,0.40666824354331654,0.5957179662061006,0.06623456627130508,0.051886577159166336,0.699999988079071,0.07439344003796577
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,RandomForest,1440,160,0.47836638618757255,0.6714036729465925,0.08638919144868851,0.04408686235547066,0.612500011920929,0.07134030759334564
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,XGBoost,1440,160,0.444869711663942,0.635437741461899,0.06770844757556915,0.05390356853604317,0.612500011920929,0.0763787254691124
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,CatBoost,1440,160,0.29106893161718284,0.44222556294668325,0.0381791889667511,0.07610335201025009,0.793749988079071,0.07742293924093246
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,ExtraTrees,1440,160,0.39590895492474154,0.5822514538248844,0.046726908534765244,0.057516682893037796,0.699999988079071,0.07517334073781967
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LightGBM,1440,160,0.3107268228400263,0.4676339343960049,0.04186910390853882,0.06910525262355804,0.768750011920929,0.07768294215202332
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LinearModel,1440,160,0.5002012628502409,0.6933484530657605,0.09204427897930145,0.0002543743175920099,0.4937500059604645,0.07276835292577744
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetFastAI,1440,160,0.28555316138649756,0.4394894175872267,0.06188338249921799,0.02880847081542015,0.793749988079071,0.0748945064842701
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetTorch,1440,160,0.30011279410549313,0.4591285713710257,0.04508309066295624,0.08098235726356506,0.7875000238418579,0.07640741392970085
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,RandomForest,1440,160,0.38940275135695207,0.5728609174616602,0.0411013625562191,0.02064933441579342,0.699999988079071,0.07509847357869148
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,XGBoost,1440,160,0.33703258335970665,0.5071740207746445,0.04776015132665634,0.026004072278738022,0.7437499761581421,0.07587685436010361
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,CatBoost,1440,160,0.3977874287408835,0.5720627870808446,0.039080239832401276,0.0623716376721859,0.643750011920929,0.07592828199267387
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,ExtraTrees,1440,160,0.4961907154813498,0.6893914851592162,0.10005268454551697,0.03502228856086731,0.5562499761581421,0.07455039024353027
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LightGBM,1440,160,0.48927402021223293,0.6823945918666439,0.12841114401817322,0.016013935208320618,0.574999988079071,0.07312358915805817
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LinearModel,1440,160,0.4999515041162451,0.6930986846112841,0.07793119549751282,1.4528473911923356e-05,0.512499988079071,0.07341383397579193
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetFastAI,1440,160,0.39717308708383464,0.5645586751381422,0.06592889130115509,0.10449884086847305,0.625,0.07622557133436203
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetTorch,1440,160,0.44166491147221854,0.630664765535627,0.05575644224882126,0.0649784579873085,0.6312500238418579,0.0772002711892128
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,RandomForest,1440,160,0.49849759940887994,0.6916826432709182,0.05355742573738098,0.03378204628825188,0.543749988079071,0.07317236810922623
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,XGBoost,1440,160,0.4914433750981866,0.6845866358982096,0.12171505391597748,0.020445777103304863,0.5687500238418579,0.07129670307040215
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,CatBoost,1440,160,0.40590394238080874,0.5700769805136148,0.0672435313463211,0.08955010026693344,0.6499999761581421,0.07751055806875229
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,ExtraTrees,1440,160,0.501841103882233,0.7172724668529057,0.05628977715969086,0.09824732691049576,0.5874999761581421,0.0738527849316597
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LightGBM,1440,160,0.4627073477668023,0.6555841383771066,0.06761206686496735,0.086844801902771,0.6187499761581421,0.07731583341956139
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LinearModel,1440,160,0.49990595029295815,0.6930531308161287,0.08740963041782379,6.112405390013009e-05,0.543749988079071,0.07215563952922821
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetFastAI,1440,160,0.4452584255253954,0.6204056258374004,0.07384812086820602,0.1135297566652298,0.612500011920929,0.07710956037044525
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetTorch,1440,160,0.44324440100238427,0.6226200270275031,0.05879957601428032,0.11175240576267242,0.6312500238418579,0.07517721503973007
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,RandomForest,1440,160,0.48480084233123877,0.6785126069240904,0.05059997737407684,0.060087066143751144,0.606249988079071,0.0742194838821888
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,XGBoost,1440,160,0.4625890886810681,0.6601896055829652,0.062077127397060394,0.06661921739578247,0.6499999761581421,0.0767289400100708
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,CatBoost,1440,160,0.3832402893145719,0.5577818186479782,0.038664769381284714,0.06392130255699158,0.6937500238418579,0.07583046332001686
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,ExtraTrees,1440,160,0.44233290765783656,0.6342396368058578,0.05257368087768555,0.01715639792382717,0.668749988079071,0.07372979447245598
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LightGBM,1440,160,0.3966343516552677,0.5828154668591857,0.041517287492752075,0.07475180178880692,0.699999988079071,0.07731131836771965
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LinearModel,1440,160,0.5004336566246248,0.6935808405103383,0.08709605038166046,0.0001505091058788821,0.45625001192092896,0.07272705435752869
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetFastAI,1440,160,0.3933567704904832,0.5754275185285668,0.05497949570417404,0.04418051987886429,0.699999988079071,0.07677073404192924
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetTorch,1440,160,0.3523328881847604,0.5288352760304095,0.06881427019834518,0.0776124820113182,0.737500011920929,0.07679220288991928
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,RandomForest,1440,160,0.4189996229011938,0.609693721703245,0.07276561111211777,0.02058897539973259,0.699999988079071,0.07385342940688133
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,XGBoost,1440,160,0.40538760049528333,0.5895373322126592,0.05522520840167999,0.030000073835253716,0.6937500238418579,0.07686183974146843
Internet-Advertisements,CatBoost,2951,328,0.04786782334601818,0.11509923307264829,0.01572185754776001,0.01564970053732395,0.9756097793579102,0.11558806523680687
Internet-Advertisements,ExtraTrees,2951,328,0.031600096962810194,0.07561590229035925,0.010463585145771503,0.014554116874933243,0.9817073345184326,0.11731863766908646
Internet-Advertisements,LightGBM,2951,328,0.04663825203468682,0.10867815990580125,0.018076717853546143,0.011551249772310257,0.9725610017776489,0.11408061906695366
Internet-Advertisements,LinearModel,2951,328,0.06047389793250203,0.13013497489055623,0.014099991880357265,0.018517697229981422,0.9603658318519592,0.11152248829603195
Internet-Advertisements,NeuralNetFastAI,2951,328,0.05761736924486393,0.11983992721736045,0.015028297901153564,0.02254336327314377,0.9603658318519592,0.11038858070969582
Internet-Advertisements,NeuralNetTorch,2951,328,0.0492320952140578,0.10356116858562361,0.017766237258911133,0.015870502218604088,0.9725610017776489,0.11588582769036293
Internet-Advertisements,RandomForest,2951,328,0.04026103193954811,0.08458471804429821,0.010479986667633057,0.008442099206149578,0.9725610017776489,0.11872220784425735
Internet-Advertisements,XGBoost,2951,328,0.05687751365756654,0.1249795214759515,0.018033504486083984,0.019652782008051872,0.9695122241973877,0.1141161173582077
OVA_Colon,CatBoost,1390,155,0.08349220450028205,0.18663497288658393,0.025248147547245026,0.03369651734828949,0.9548386931419373,0.06602193415164948
OVA_Colon,ExtraTrees,1390,155,0.06697595911951722,0.15243434232386563,0.020916225388646126,0.022178318351507187,0.9612902998924255,0.0677918903529644
OVA_Colon,LightGBM,1390,155,0.06751556923836449,0.15397079445583448,0.024369848892092705,0.022584732621908188,0.9677419066429138,0.06530935317277908
OVA_Colon,LinearModel,1390,155,0.061996745622388834,0.13950697528978742,0.02088819071650505,0.008023606613278389,0.9677419066429138,0.06371448189020157
OVA_Colon,NeuralNetFastAI,1390,155,0.07602087198254288,0.16058228573177027,0.032185617834329605,0.025493571534752846,0.9612902998924255,0.06367610022425652
OVA_Colon,NeuralNetTorch,1390,155,0.06191700414662121,0.1389365687038453,0.022617297247052193,0.005217928439378738,0.9677419066429138,0.06088625639677048
OVA_Colon,RandomForest,1390,155,0.08746409232154474,0.1829468779061204,0.02085581049323082,0.040079742670059204,0.948387086391449,0.06542257219552994
OVA_Colon,XGBoost,1390,155,0.07081300681412486,0.15763119483239663,0.023844942450523376,0.02513447217643261,0.9612902998924255,0.06334725022315979
OVA_Endometrium,CatBoost,1390,155,0.05557598698621201,0.11424549182992523,0.01570017635822296,0.012331471778452396,0.9677419066429138,0.06479872763156891
OVA_Endometrium,ExtraTrees,1390,155,0.05669511907607621,0.11269315074350184,0.018973279744386673,0.040971532464027405,0.9677419066429138,0.06723189726471901
OVA_Endometrium,LightGBM,1390,155,0.04654994528846893,0.09736116274089716,0.019292771816253662,0.020568879321217537,0.9612902998924255,0.06455256789922714
OVA_Endometrium,LinearModel,1390,155,0.04263846747744207,0.10345670297988109,0.01818212866783142,0.008427626453340054,0.9806451797485352,0.06368894502520561
OVA_Endometrium,NeuralNetFastAI,1390,155,0.05173640888673999,0.10734236288523513,0.022990524768829346,0.020037749782204628,0.9677419066429138,0.06491325795650482
OVA_Endometrium,NeuralNetTorch,1390,155,0.042043352016071324,0.09316751379345638,0.015096545219421387,0.01464303769171238,0.9806451797485352,0.06420914083719254
OVA_Endometrium,RandomForest,1390,155,0.05414541113673895,0.12298218343197344,0.01606547273695469,0.034324660897254944,0.9677419066429138,0.06617088243365288
OVA_Endometrium,XGBoost,1390,155,0.04799039962337341,0.10209618102957393,0.01276475191116333,0.01159066241234541,0.9741935729980469,0.0640389695763588
OVA_Kidney,CatBoost,1390,155,0.012791012172636312,0.038980835013081055,0.013740770518779755,0.013273412361741066,0.9935483932495117,0.06318728998303413
OVA_Kidney,ExtraTrees,1390,155,0.01517143326333789,0.04217436908307493,0.016251912340521812,0.01664477400481701,0.9935483932495117,0.06737835705280304
OVA_Kidney,LightGBM,1390,155,0.012649160137671325,0.03541856464531649,0.00986526533961296,0.009746985509991646,0.9935483932495117,0.06469043716788292
OVA_Kidney,LinearModel,1390,155,0.012638708772276337,0.03565165676242748,0.010067630559206009,0.009932616725564003,0.9935483932495117,0.06177494302392006
OVA_Kidney,NeuralNetFastAI,1390,155,0.0163369597124376,0.04023602489482396,0.010809243656694889,0.013031263835728168,0.9935483932495117,0.0628843903541565
OVA_Kidney,NeuralNetTorch,1390,155,0.012630158456696584,0.03237285410314425,0.006329531781375408,0.0069262185133993626,0.9935483932495117,0.06420492753386497
OVA_Kidney,RandomForest,1390,155,0.014027074629029737,0.04270941735008996,0.013491543009877205,0.01341335941106081,0.9935483932495117,0.06762891262769699
OVA_Kidney,XGBoost,1390,155,0.012773697311773888,0.03863968367396704,0.013055626302957535,0.012936871498823166,0.9935483932495117,0.06340040639042854
OVA_Lung,CatBoost,1390,155,0.01294013924137264,0.04138304586881581,0.007436126470565796,0.006595500744879246,0.9935483932495117,0.06472063809633255
OVA_Lung,ExtraTrees,1390,155,0.021157790643401155,0.05243812008977567,0.0069284080527722836,0.007732598576694727,0.9870967864990234,0.06687755137681961
OVA_Lung,LightGBM,1390,155,0.012941383237795055,0.04129394172534561,0.007111191749572754,0.006217771675437689,0.9935483932495117,0.06316215544939041
OVA_Lung,LinearModel,1390,155,0.025382728420045682,0.06695355265075534,0.010688483715057373,0.01068846695125103,0.9870967864990234,0.061514973640441895
OVA_Lung,NeuralNetFastAI,1390,155,0.03726329777631979,0.08441253681857804,0.011024177074432373,0.013419493101537228,0.9806451797485352,0.06546197086572647
OVA_Lung,NeuralNetTorch,1390,155,0.023822751951377466,0.05792712786302074,0.008155767805874348,0.00959022343158722,0.9870967864990234,0.06445952504873276
OVA_Lung,RandomForest,1390,155,0.03501827569568084,0.07553124324856209,0.011480339802801609,0.00810132548213005,0.9806451797485352,0.06900359317660332
OVA_Lung,XGBoost,1390,155,0.01296992423023057,0.042074161313012934,0.008980005979537964,0.008092870935797691,0.9935483932495117,0.06497760862112045
OVA_Ovary,CatBoost,1390,155,0.11294385451733674,0.20342516414756337,0.027236217632889748,0.046318527311086655,0.9225806593894958,0.06569481641054153
OVA_Ovary,ExtraTrees,1390,155,0.1285625060242587,0.2013643463059878,0.04315447434782982,0.06057868152856827,0.9096774458885193,0.06936861202120781
OVA_Ovary,LightGBM,1390,155,0.09945774287750568,0.18198964074862045,0.021185370162129402,0.04218902811408043,0.9290322661399841,0.06632572785019875
OVA_Ovary,LinearModel,1390,155,0.11704275884425631,0.21251974932968024,0.021411016583442688,0.019869348034262657,0.9161290526390076,0.06424594298005104
OVA_Ovary,NeuralNetFastAI,1390,155,0.11555109006341026,0.19230636064882867,0.03358122706413269,0.05261935666203499,0.9225806593894958,0.06734215468168259
OVA_Ovary,NeuralNetTorch,1390,155,0.09952322662591995,0.15655249153932796,0.025407634675502777,0.039825793355703354,0.9354838728904724,0.06659344956278801
OVA_Ovary,RandomForest,1390,155,0.11063803859615605,0.16464010079798694,0.03148408979177475,0.05476703494787216,0.9096774458885193,0.06924789026379585
OVA_Ovary,XGBoost,1390,155,0.11176070194994285,0.19359694814718617,0.027659595012664795,0.05122777819633484,0.9161290526390076,0.06662030145525932
OVA_Prostate,CatBoost,1390,155,0.02575798697379899,0.2784746960525017,0.007774898782372475,0.010751067660748959,0.9870967864990234,0.06164824962615967
OVA_Prostate,ExtraTrees,1390,155,0.01960031046745417,0.24716599526543867,0.006451614201068878,0.013036374002695084,0.9870967864990234,0.06371358036994934
OVA_Prostate,LightGBM,1390,155,0.012908923274357977,0.5649947395084008,0.007862433791160583,0.007862431928515434,0.9935483932495117,0.06057560443878174
OVA_Prostate,LinearModel,1390,155,0.01291590316209715,0.23923797733539054,0.00867479294538498,0.008674787357449532,0.9935483932495117,0.060470372438430786
OVA_Prostate,NeuralNetFastAI,1390,155,0.012904305835998144,0.5641772426100801,0.007166910916566849,0.0071669090539216995,0.9935483932495117,0.0601244792342186
OVA_Prostate,NeuralNetTorch,1390,155,0.01290715745879352,0.5648280001163298,0.007817026227712631,0.007817025296390057,0.9935483932495117,0.060088690370321274
OVA_Prostate,RandomForest,1390,155,0.02513326910737477,0.5883288960852303,0.0064516132697463036,0.011260231025516987,0.9870967864990234,0.06370814517140388
OVA_Prostate,XGBoost,1390,155,0.025771963260851988,0.6068229288923128,0.007877761498093605,0.011467372998595238,0.9870967864990234,0.060890890657901764
PhishingWebsites,CatBoost,9949,1106,0.04663186315976163,0.09349133030713977,0.011923670768737793,0.018891483545303345,0.9710668921470642,0.34987806901335716
PhishingWebsites,ExtraTrees,9949,1106,0.058524910761670164,0.1040000736792619,0.011178886517882347,0.013655546121299267,0.9620253443717957,0.42193765938282013
PhishingWebsites,LightGBM,9949,1106,0.046517383130547346,0.09536057286143534,0.009947912767529488,0.011030665598809719,0.9701627492904663,0.3449212573468685
PhishingWebsites,LinearModel,9949,1106,0.09480580337354125,0.15951453145206437,0.006109248381108046,0.02164028398692608,0.9367088675498962,0.40523530915379524
PhishingWebsites,NeuralNetFastAI,9949,1106,0.05055553013029965,0.09971332781593327,0.008898625150322914,0.011964485049247742,0.9665461182594299,0.346173994243145
PhishingWebsites,NeuralNetTorch,9949,1106,0.047222008431352554,0.09330109042195116,0.012174999341368675,0.012293629348278046,0.9683544039726257,0.34519897028803825
PhishingWebsites,RandomForest,9949,1106,0.05633108941940537,0.10477481496221397,0.010775159113109112,0.010960739105939865,0.9629294872283936,0.4168908819556236
PhishingWebsites,XGBoost,9949,1106,0.04925959320339578,0.09693408645326727,0.010753625072538853,0.013954986818134785,0.9683544039726257,0.3538022004067898
Run_or_walk_information,CatBoost,79729,8859,0.009501362804013777,0.01880062082532413,0.002451210282742977,0.002894086530432105,0.9935658574104309,3.568880144506693
Run_or_walk_information,ExtraTrees,79729,8859,0.011676695220057223,0.021901320885533312,0.0021023377776145935,0.0033418964594602585,0.9932272434234619,4.2099528685212135
Run_or_walk_information,LightGBM,79729,8859,0.00879645998168712,0.017472375855237993,0.0023034848272800446,0.0026096850633621216,0.9941302537918091,3.5697216652333736
Run_or_walk_information,LinearModel,79729,8859,0.21285505195154159,0.33804737019299913,0.009107076562941074,0.01419526245445013,0.8435489535331726,5.654187884181738
Run_or_walk_information,NeuralNetFastAI,79729,8859,0.013327440351805183,0.02763258535405118,0.00312521168962121,0.0036380053497850895,0.9913082718849182,3.6687143594026566
Run_or_walk_information,NeuralNetTorch,79729,8859,0.010997628905803832,0.022455081900195295,0.0032734822016209364,0.004207856487482786,0.9935658574104309,3.6063233204185963
