dataset,model,cal_size,test_size,BBQ_brier,BBQ_logloss,BBQ_kuiper,BBQ_ece-15,BBQ_accuracy,BBQ_time
APSFailure,TabICLv2,50666,25334,0.008081401497242399,0.017042864766779943,0.0009485153132118285,0.0007368034566752613,0.9947896003723145,1.7192937731742859
Amazon_employee_access,TabICLv2,21846,10923,0.08139314903897513,0.15808670461304608,0.01469290442764759,0.00520168524235487,0.9479996562004089,0.8480879766866565
Bank_Customer_Churn,TabICLv2,6666,3334,0.1972766553157367,0.3240846657561015,0.012417325749993324,0.01996793784201145,0.8677264451980591,0.24836443550884724
Bioresponse,TabICLv2,2500,1251,0.2934994800427176,0.45552073910882435,0.029370727017521858,0.04558364301919937,0.7969624400138855,0.10198185499757528
Diabetes130US,TabICLv2,47678,23840,0.1543228280168437,0.28226262128703905,0.01715730130672455,0.005282100755721331,0.9119547009468079,2.0701142316684127
E-CommereShippingData,TabICLv2,7332,3667,0.3541843572359939,0.4986321392630008,0.03838852792978287,0.005392877850681543,0.6888464689254761,0.24637397844344378
Fitness_Club,TabICLv2,1000,500,0.32199573403219994,0.4887746960667498,0.044910211116075516,0.05658603832125664,0.7620000243186951,0.04874492436647415
GiveMeSomeCredit,TabICLv2,100000,50000,0.09752499054079707,0.1771953977054797,0.006709041073918343,0.0018004883313551545,0.9377400279045105,5.060753858648241
HR_Analytics_Job_Change_of_Data_Scientists,TabICLv2,12772,6386,0.2677908545017103,0.4233555668259786,0.01734628900885582,0.012696122750639915,0.8086439371109009,0.5267634782940149
Is-this-a-good-customer,TabICLv2,1148,575,0.19245678426897933,0.33251276378440486,0.03357435017824173,0.015961796045303345,0.8782608509063721,0.050266447477042675
Marketing_Campaign,TabICLv2,1493,747,0.14115530467571852,0.2321473219903955,0.02112414687871933,0.03228239715099335,0.8955823183059692,0.06175796315073967
NATICUSdroid,TabICLv2,4994,2497,0.08138507380671058,0.1419011418757563,0.005891935899853706,0.011283554136753082,0.9459351301193237,0.1621253304183483
bank-marketing,TabICLv2,30140,15071,0.17184976999833376,0.30023771249541353,0.01236698403954506,0.011898796074092388,0.8943003416061401,1.2889001639559865
blood-transfusion-service-center,TabICLv2,498,250,0.29673658612013937,0.467045195074027,0.05209829658269882,0.027057500556111336,0.800000011920929,0.03198094666004181
churn,TabICLv2,3333,1667,0.05064520352231454,0.11593844932533962,0.01981312222778797,0.010790428146719933,0.9712057709693909,0.10353305749595165
coil2000_insurance_policies,TabICLv2,6548,3274,0.10727060362797956,0.23265321968122768,0.019132545217871666,0.006555770989507437,0.9404398202896118,0.21223594807088375
credit-g,TabICLv2,666,334,0.3287581964831185,0.502625392175925,0.03432859107851982,0.04438098520040512,0.7664670944213867,0.03796594962477684
credit_card_clients_default,TabICLv2,20000,10000,0.2620559680741006,0.41925472722597135,0.013879545964300632,0.006729033309966326,0.8234000205993652,0.8919322611764073
customer_satisfaction_in_airline,TabICLv2,86586,43294,0.053138537261649535,0.08763411720958422,0.0013512487057596445,0.0028063575737178326,0.9620963931083679,3.7461890429258347
diabetes,TabICLv2,512,256,0.31149719567632517,0.4752669135315385,0.03180670365691185,0.07725916057825089,0.74609375,0.032830649986863136
hazelnut-spread-contaminant-detection,TabICLv2,1600,800,0.056086650818168195,0.10341929544446377,0.00952635146677494,0.020051641389727592,0.9662500023841858,0.06029480695724487
heloc,TabICLv2,6972,3487,0.36561235476039017,0.5462732124274979,0.01568024605512619,0.015453294850885868,0.7304273247718811,0.29261338990181684
in_vehicle_coupon_recommendation,TabICLv2,8456,4228,0.31133475361773666,0.4783790762695581,0.011131256818771362,0.02098204754292965,0.7798013091087341,0.36289620492607355
jm1,TabICLv2,7256,3629,0.26201179319952256,0.4153378892360639,0.02145361341536045,0.01648752950131893,0.8197850584983826,0.27673134859651327
kddcup09_appetency,TabICLv2,33333,16667,0.03370890999460529,0.07995357486182407,0.00851443875581026,0.0015472150407731533,0.9821803569793701,1.142502935603261
online_shoppers_intention,TabICLv2,8220,4110,0.14187868902302417,0.2335846089449985,0.01001339964568615,0.010950216092169285,0.9007299542427063,0.288537984713912
polish_companies_bankruptcy,TabICLv2,3940,1970,0.030932671708268158,0.06526619429657703,0.007765685208141804,0.009566159918904305,0.9832487106323242,0.11903262417763472
qsar-biodeg,TabICLv2,702,352,0.18062500523628489,0.3092795356438112,0.03697691112756729,0.049229610711336136,0.8920454382896423,0.03774284012615681
seismic-bumps,TabICLv2,1722,862,0.11560804410238736,0.22200254486512155,0.024243097752332687,0.0071536884643137455,0.9338747262954712,0.06421515345573425
taiwanese_bankruptcy_prediction,TabICLv2,4546,2273,0.044425504014317475,0.08705095180153002,0.007350346073508263,0.0073746792040765285,0.9700835943222046,0.1345826806500554
APSFailure,RealTabPFN-v2.5,50666,25334,0.008850489441850013,0.017878543574223672,0.000813207239843905,0.001077130320481956,0.9944738149642944,1.750191661529243
Amazon_employee_access,RealTabPFN-v2.5,21846,10923,0.08373487832010265,0.16634459168112725,0.023302942514419556,0.0033559573348611593,0.9478165507316589,0.759665172547102
Bank_Customer_Churn,RealTabPFN-v2.5,6666,3334,0.1960685140998575,0.3212651008959069,0.00917266309261322,0.021336272358894348,0.8671265840530396,0.25606774259358644
Bioresponse,RealTabPFN-v2.5,2500,1251,0.2732222556890312,0.4297727513338122,0.02472752332687378,0.0420568510890007,0.8145483732223511,0.10265978891402483
Diabetes130US,RealTabPFN-v2.5,47678,23840,0.15414678647413904,0.28578456383221024,0.024666503071784973,0.005014968104660511,0.9120805263519287,1.9652802925556898
E-CommereShippingData,RealTabPFN-v2.5,7332,3667,0.35436724264700803,0.4953083223447884,0.059253666549921036,0.005254602525383234,0.6899372935295105,0.2262671934440732
Fitness_Club,RealTabPFN-v2.5,1000,500,0.3285327028964342,0.5028868333298813,0.05780971422791481,0.06887190788984299,0.765999972820282,0.0446229986846447
GiveMeSomeCredit,RealTabPFN-v2.5,100000,50000,0.0972992084154738,0.17705264412692087,0.0045083146542310715,0.0048502227291464806,0.9385200142860413,5.171357240527868
HR_Analytics_Job_Change_of_Data_Scientists,RealTabPFN-v2.5,12772,6386,0.26867631203239883,0.4253127447349456,0.011409418657422066,0.008948580361902714,0.8083307147026062,0.5125716291368008
Is-this-a-good-customer,RealTabPFN-v2.5,1148,575,0.2033919637012958,0.3481570608959622,0.047789279371500015,0.027052348479628563,0.8695651888847351,0.04995454754680395
Marketing_Campaign,RealTabPFN-v2.5,1493,747,0.13330303819015826,0.22780516868259262,0.018522093072533607,0.02321045845746994,0.898259699344635,0.060374108143150806
NATICUSdroid,RealTabPFN-v2.5,4994,2497,0.08526847499487775,0.14590984000093826,0.00697301235049963,0.007987624034285545,0.9403284192085266,0.16755177360028028
bank-marketing,RealTabPFN-v2.5,30140,15071,0.17135555972646538,0.29915541782570615,0.005030190572142601,0.00480307312682271,0.894698441028595,1.431881153024733
blood-transfusion-service-center,RealTabPFN-v2.5,498,250,0.31399279345232317,0.4912158233390663,0.10230672359466553,0.027470270171761513,0.8040000200271606,0.0306992894038558
churn,RealTabPFN-v2.5,3333,1667,0.04919465875445112,0.1066801376325752,0.015643935650587082,0.008606676012277603,0.9694061279296875,0.11023371014744043
coil2000_insurance_policies,RealTabPFN-v2.5,6548,3274,0.11202240938083655,0.2257419259933266,0.054923295974731445,0.00015253477613441646,0.9404398202896118,0.1810775389894843
credit-g,RealTabPFN-v2.5,666,334,0.3389591012246389,0.5135552954262276,0.025520456954836845,0.036518387496471405,0.7514970302581787,0.039065451361238956
credit_card_clients_default,RealTabPFN-v2.5,20000,10000,0.2626763260469023,0.42062839681564085,0.014582827687263489,0.009237486869096756,0.8227999806404114,0.8866054909303784
customer_satisfaction_in_airline,RealTabPFN-v2.5,86586,43294,0.05399426204976866,0.08919291394296584,0.0014942710986360908,0.0027408034075051546,0.9625583291053772,3.9066900806501508
diabetes,RealTabPFN-v2.5,512,256,0.31150340553673234,0.4739135777277346,0.023240823298692703,0.06926055997610092,0.7734375,0.03414833452552557
hazelnut-spread-contaminant-detection,RealTabPFN-v2.5,1600,800,0.06986750192132256,0.13763961806122232,0.011236384510993958,0.011516200378537178,0.956250011920929,0.06041996832937002
heloc,RealTabPFN-v2.5,6972,3487,0.3672859593025614,0.5480722424416725,0.015456631779670715,0.01933038979768753,0.7304273247718811,0.28498688619583845
in_vehicle_coupon_recommendation,RealTabPFN-v2.5,8456,4228,0.3110251288180343,0.47742406792456193,0.012942774221301079,0.020304474979639053,0.7814569473266602,0.35570964124053717
jm1,RealTabPFN-v2.5,7256,3629,0.2632151614990749,0.43634928370152737,0.02854190580546856,0.01482303161174059,0.8156517148017883,0.2748066894710064
kddcup09_appetency,RealTabPFN-v2.5,33333,16667,0.033504242861029376,0.07925263058189481,0.007680934853851795,0.0007960689254105091,0.9821803569793701,1.1566403852775693
online_shoppers_intention,RealTabPFN-v2.5,8220,4110,0.14148922259921984,0.24380858307902714,0.013392343185842037,0.006426731590181589,0.9026764035224915,0.27885681577026844
polish_companies_bankruptcy,RealTabPFN-v2.5,3940,1970,0.02252985123599353,0.13028775066496284,0.005839858204126358,0.007618521805852652,0.9847715497016907,0.1461441833525896
qsar-biodeg,RealTabPFN-v2.5,702,352,0.1946729215979495,0.3394875844666025,0.048674486577510834,0.03924976661801338,0.8778409361839294,0.03759246226400137
seismic-bumps,RealTabPFN-v2.5,1722,862,0.12249552284409766,0.23987342997581462,0.041395146399736404,0.024852760136127472,0.9338747262954712,0.060217187739908695
taiwanese_bankruptcy_prediction,RealTabPFN-v2.5,4546,2273,0.04497341792816218,0.09695811269828139,0.010752434842288494,0.005759831517934799,0.9722833037376404,0.13384560216218233
APSFailure,TabICL_GPU,50666,25334,0.008945819020254197,0.018125210818426368,0.0008860899251885712,0.0010728847701102495,0.9943554401397705,1.71831195615232
Amazon_employee_access,TabICL_GPU,21846,10923,0.08102044075416494,0.15851092481241683,0.014559995383024216,0.003481192048639059,0.9482742547988892,0.8476219726726413
Bank_Customer_Churn,TabICL_GPU,6666,3334,0.2025881719851311,0.33847095236429015,0.015750691294670105,0.00786320585757494,0.8647270798683167,0.25082310382276773
Diabetes130US,TabICL_GPU,47678,23840,0.15682282882779336,0.28770090794322667,0.017072785645723343,0.0034682233817875385,0.911912739276886,2.0156963374465704
E-CommereShippingData,TabICL_GPU,7332,3667,0.35598825606904927,0.5033980620905523,0.06589756906032562,0.0060577113181352615,0.6853013634681702,0.25361029244959354
Fitness_Club,TabICL_GPU,1000,500,0.3146994942138409,0.4813985343137334,0.04859001934528351,0.03043173998594284,0.7639999985694885,0.04884798638522625
GiveMeSomeCredit,TabICL_GPU,100000,50000,0.09791647881667842,0.17783188246915263,0.006341901607811451,0.0031360944267362356,0.9374799728393555,5.020441739819944
HR_Analytics_Job_Change_of_Data_Scientists,TabICL_GPU,12772,6386,0.26946551062900675,0.42556975457898394,0.013601272366940975,0.012215507216751575,0.8073911666870117,0.5264669144526124
Is-this-a-good-customer,TabICL_GPU,1148,575,0.19048161980795586,0.3317596501069694,0.026038117706775665,0.011808304116129875,0.8852173686027527,0.04994541127234697
Marketing_Campaign,TabICL_GPU,1493,747,0.1479201605144332,0.24806511307718543,0.01690681464970112,0.03333515301346779,0.8995984196662903,0.06167849153280258
NATICUSdroid,TabICL_GPU,4994,2497,0.07996923950108085,0.14141482757917367,0.005786837078630924,0.010652052238583565,0.9467360973358154,0.16323817428201437
bank-marketing,TabICL_GPU,30140,15071,0.17256693421593833,0.30124576672029557,0.010511539876461029,0.00439756503328681,0.8932386636734009,1.2762883491814137
blood-transfusion-service-center,TabICL_GPU,498,250,0.3157408368211772,0.49129429390647267,0.032802220433950424,0.05200378969311714,0.7720000147819519,0.03216734994202852
churn,TabICL_GPU,3333,1667,0.06874034184304649,0.13982707715745019,0.01552167534828186,0.014652468264102936,0.9574085474014282,0.10826456639915705
coil2000_insurance_policies,TabICL_GPU,6548,3274,0.10629824122278038,0.20643891129950023,0.01810625195503235,0.004873156081885099,0.9404398202896118,0.2108833398669958
credit-g,TabICL_GPU,666,334,0.3413104862174063,0.5172898582175603,0.04664044827222824,0.04872932285070419,0.7634730339050293,0.03803056385368109
credit_card_clients_default,TabICL_GPU,20000,10000,0.2641901463693901,0.42298497403993063,0.035520173609256744,0.006848752032965422,0.822700023651123,0.9104117723181844
customer_satisfaction_in_airline,TabICL_GPU,86586,43294,0.05717290735805198,0.09325302021520497,0.0011493335478007793,0.001377044478431344,0.959740400314331,3.8141024643555284
diabetes,TabICL_GPU,512,256,0.32206414159866614,0.49117714178081306,0.031018000096082687,0.043904926627874374,0.76171875,0.033222720958292484
hazelnut-spread-contaminant-detection,TabICL_GPU,1600,800,0.06651145399579128,0.12898349891346633,0.011108338832855225,0.014193849638104439,0.9574999809265137,0.0632614279165864
heloc,TabICL_GPU,6972,3487,0.36625200649357015,0.5471508328847635,0.030421607196331024,0.014626280404627323,0.7310008406639099,0.2991068968549371
in_vehicle_coupon_recommendation,TabICL_GPU,8456,4228,0.30813388443197176,0.4736213425717717,0.011555954813957214,0.024139177054166794,0.7781456708908081,0.36788119096308947
jm1,TabICL_GPU,7256,3629,0.2569235777694025,0.41022686569540145,0.010975210927426815,0.011901109479367733,0.8241940140724182,0.279656701721251
kddcup09_appetency,TabICL_GPU,33333,16667,0.033962924283349495,0.08118751091163613,0.00851253792643547,0.0007220724364742637,0.9821803569793701,1.137372243218124
online_shoppers_intention,TabICL_GPU,8220,4110,0.1418882876906234,0.23496863793857833,0.01163523644208908,0.0129584651440382,0.899756669998169,0.29110534954816103
polish_companies_bankruptcy,TabICL_GPU,3940,1970,0.04297568736042826,0.13034648418147474,0.008348356001079082,0.007789161521941423,0.9751269221305847,0.12202800996601582
qsar-biodeg,TabICL_GPU,702,352,0.1783166284464655,0.3018451719014638,0.04475771635770798,0.04094133526086807,0.8892045617103577,0.03841711115092039
seismic-bumps,TabICL_GPU,1722,862,0.11387288309773697,0.21510488596333194,0.0220706257969141,0.019083339720964432,0.9338747262954712,0.06501500681042671
taiwanese_bankruptcy_prediction,TabICL_GPU,4546,2273,0.04677716913273675,0.09021183546696471,0.0059592584148049355,0.005805688910186291,0.9714034199714661,0.13632999546825886
Amazon_employee_access,LimiX_GPU,21846,10923,0.08313742116230233,0.16143623977323313,0.011427683755755424,0.002995697781443596,0.9474503397941589,0.8672195170074701
Bank_Customer_Churn,LimiX_GPU,6666,3334,0.19914894205670974,0.33047055579645823,0.014169787056744099,0.015549947507679462,0.8689262270927429,0.25349347200244665
Bioresponse,LimiX_GPU,2500,1251,0.2774877526354514,0.4337269930013968,0.024236932396888733,0.04159995913505554,0.8033573031425476,0.103932099416852
E-CommereShippingData,LimiX_GPU,7332,3667,0.35534779419521656,0.49894277705965084,0.042314767837524414,0.020707570016384125,0.6899372935295105,0.2471797652542591
Fitness_Club,LimiX_GPU,1000,500,0.3177825728470029,0.48681045680182294,0.024915408343076706,0.02519923448562622,0.7720000147819519,0.04896572418510914
HR_Analytics_Job_Change_of_Data_Scientists,LimiX_GPU,12772,6386,0.2688528357802837,0.4239952380980474,0.011509852483868599,0.01247499231249094,0.8059818148612976,0.5293507259339094
Is-this-a-good-customer,LimiX_GPU,1148,575,0.19179779601686747,0.33356869872072625,0.029966024681925774,0.010805868543684483,0.8852173686027527,0.051410289481282234
Marketing_Campaign,LimiX_GPU,1493,747,0.13624357341206994,0.2300318636246554,0.014728950336575508,0.016627388074994087,0.9076305031776428,0.06163412146270275
NATICUSdroid,LimiX_GPU,4994,2497,0.08699144509460793,0.1547174795821179,0.007570404559373856,0.013057967647910118,0.9383260011672974,0.16818905249238014
bank-marketing,LimiX_GPU,30140,15071,0.1719687360982559,0.30023482577331523,0.00937638245522976,0.008397098630666733,0.8941012620925903,1.288724442012608
blood-transfusion-service-center,LimiX_GPU,498,250,0.3023783426166093,0.4756227272931783,0.032922979444265366,0.0383768156170845,0.8080000281333923,0.032656142488121986
churn,LimiX_GPU,3333,1667,0.06797004492150682,0.14120332837488966,0.016200777143239975,0.01158579159528017,0.9562087655067444,0.11188971251249313
coil2000_insurance_policies,LimiX_GPU,6548,3274,0.10691652733278738,0.233330135534649,0.021448280662298203,0.0054519823752343655,0.9404398202896118,0.21757055073976517
credit-g,LimiX_GPU,666,334,0.3149276142060174,0.48437424803922535,0.04131738841533661,0.03827998787164688,0.7994012236595154,0.03840003255754709
credit_card_clients_default,LimiX_GPU,20000,10000,0.2646490141381507,0.42352685503637494,0.009329824708402157,0.005764623172581196,0.8216000199317932,0.9059909554198384
diabetes,LimiX_GPU,512,256,0.3204999541748909,0.48853640174237534,0.04120880737900734,0.08450670540332794,0.75,0.03292571101337671
hazelnut-spread-contaminant-detection,LimiX_GPU,1600,800,0.07554589583592289,0.1349574577209389,0.00969192199409008,0.02218356914818287,0.9474999904632568,0.06337963417172432
heloc,LimiX_GPU,6972,3487,0.36419892687016997,0.5445300359686337,0.02065908908843994,0.021748047322034836,0.7338686585426331,0.2959995185956359
in_vehicle_coupon_recommendation,LimiX_GPU,8456,4228,0.35334899463697184,0.5314326828719449,0.020417019724845886,0.029203105717897415,0.745742678642273,0.3648371733725071
jm1,LimiX_GPU,7256,3629,0.2674856992647092,0.42409857472592183,0.01838010922074318,0.015020647086203098,0.8128961324691772,0.27981393225491047
online_shoppers_intention,LimiX_GPU,8220,4110,0.14366810210390626,0.23671364352419513,0.010091427713632584,0.01452137716114521,0.8978102207183838,0.2850161334499717
polish_companies_bankruptcy,LimiX_GPU,3940,1970,0.05447658083050876,0.10347287341382394,0.008060629479587078,0.008412320166826248,0.9634518027305603,0.120484190993011
qsar-biodeg,LimiX_GPU,702,352,0.17864436008447757,0.3057783713851601,0.037186745554208755,0.03196113929152489,0.875,0.03877606801688671
seismic-bumps,LimiX_GPU,1722,862,0.11168854865904951,0.211588607098658,0.02998969331383705,0.012599307112395763,0.9338747262954712,0.06488186027854681
taiwanese_bankruptcy_prediction,LimiX_GPU,4546,2273,0.045071802335721306,0.08751666456608,0.007203433662652969,0.007929305545985699,0.9705235362052917,0.13560486119240522
APSFailure,TabM_GPU,50666,25334,0.00886390723464266,0.018105729118578492,0.0010016694432124496,0.0012637637555599213,0.9941975474357605,1.7324214801192284
Amazon_employee_access,TabM_GPU,21846,10923,0.0896041972752077,0.16925982849680563,0.01342017948627472,0.0034410094376653433,0.9426897168159485,0.8727238494902849
Bank_Customer_Churn,TabM_GPU,6666,3334,0.1981639465978776,0.32743996079279986,0.010357124730944633,0.016803083941340446,0.8677264451980591,0.2550465865060687
Bioresponse,TabM_GPU,2500,1251,0.2909604836085684,0.455377986968071,0.02171611785888672,0.02895350009202957,0.7905675172805786,0.10174660850316286
Diabetes130US,TabM_GPU,47678,23840,0.1550531486233457,0.2831391956391345,0.012438224628567696,0.004136902280151844,0.9119966626167297,2.077147454023361
E-CommereShippingData,TabM_GPU,7332,3667,0.35790643176411313,0.4996030684219814,0.07356801629066467,0.03522609919309616,0.6896646022796631,0.2624620124697685
Fitness_Club,TabM_GPU,1000,500,0.3260567500321517,0.49583133825283293,0.034895241260528564,0.05378285422921181,0.7580000162124634,0.04963955283164978
GiveMeSomeCredit,TabM_GPU,100000,50000,0.09703733836226767,0.17626530277446542,0.006636245176196098,0.002582126297056675,0.9387199878692627,5.299139720387757
HR_Analytics_Job_Change_of_Data_Scientists,TabM_GPU,12772,6386,0.2702522558188904,0.4254199979222909,0.01372169703245163,0.02182859554886818,0.8022236227989197,0.5451711090281606
Is-this-a-good-customer,TabM_GPU,1148,575,0.1995223966800277,0.34560012979694993,0.03426773101091385,0.04094526544213295,0.8713043332099915,0.05178183689713478
Marketing_Campaign,TabM_GPU,1493,747,0.14652288162718952,0.24275591091031437,0.021492090076208115,0.029811985790729523,0.8955823183059692,0.06155279837548733
NATICUSdroid,TabM_GPU,4994,2497,0.0852359346836253,0.14904389315436956,0.007064260542392731,0.01051001250743866,0.9399279356002808,0.1655058329924941
bank-marketing,TabM_GPU,30140,15071,0.17239541620305557,0.30149658164829635,0.006519751623272896,0.006492494605481625,0.8941676020622253,1.3196608694270253
blood-transfusion-service-center,TabM_GPU,498,250,0.3114937280717862,0.48311668777801364,0.050495970994234085,0.039516471326351166,0.7919999957084656,0.03201305400580168
churn,TabM_GPU,3333,1667,0.06537828669967076,0.1374886430762351,0.010310878045856953,0.015035074204206467,0.9604079127311707,0.11423942260444164
coil2000_insurance_policies,TabM_GPU,6548,3274,0.10742987098186352,0.20985414854683032,0.015838002786040306,0.009353362023830414,0.9404398202896118,0.2252159994095564
credit-g,TabM_GPU,666,334,0.34904614573384246,0.5415085741891429,0.047140009701251984,0.061739906668663025,0.7604790329933167,0.038040587678551674
credit_card_clients_default,TabM_GPU,20000,10000,0.26557441044088376,0.42473212184745834,0.03394805267453194,0.01212360244244337,0.8220999836921692,0.9177295416593552
customer_satisfaction_in_airline,TabM_GPU,86586,43294,0.05261383409383362,0.08483461885393288,0.0009241338120773435,0.002144877566024661,0.9624890089035034,3.805554285645485
diabetes,TabM_GPU,512,256,0.34785503673343876,0.5215284913824672,0.04695041477680206,0.05839511379599571,0.75390625,0.033714331686496735
hazelnut-spread-contaminant-detection,TabM_GPU,1600,800,0.11269947202574773,0.1895878727873369,0.016164541244506836,0.013596746139228344,0.9225000143051147,0.0648379186168313
heloc,TabM_GPU,6972,3487,0.3687164185477867,0.5493176982747727,0.014238826930522919,0.015003204345703125,0.7292801737785339,0.29868707340210676
in_vehicle_coupon_recommendation,TabM_GPU,8456,4228,0.30229419901432164,0.466959734362535,0.016656577587127686,0.024215543642640114,0.7755439877510071,0.36163030099123716
jm1,TabM_GPU,7256,3629,0.2728681831351119,0.432858346316814,0.018877947703003883,0.013771634548902512,0.8098649978637695,0.2830431507900357
kddcup09_appetency,TabM_GPU,33333,16667,0.03370790621771879,0.08019064407929563,0.00743863545358181,0.0004684888990595937,0.9821803569793701,1.197407896630466
online_shoppers_intention,TabM_GPU,8220,4110,0.14246256255242096,0.23508367512753464,0.010867204517126083,0.008382253348827362,0.9017031788825989,0.29932371247559786
polish_companies_bankruptcy,TabM_GPU,3940,1970,0.04099522968575431,0.08172405569416726,0.011004425585269928,0.011845597065985203,0.9761421084403992,0.12254204601049423
qsar-biodeg,TabM_GPU,702,352,0.18662684629180434,0.3232133302238992,0.04115993529558182,0.04313413426280022,0.8806818127632141,0.038834864273667336
seismic-bumps,TabM_GPU,1722,862,0.11571726389549426,0.2201099194480668,0.02387174405157566,0.01289456058293581,0.9338747262954712,0.06620256789028645
taiwanese_bankruptcy_prediction,TabM_GPU,4546,2273,0.04612717793819401,0.08993011330752482,0.005703764036297798,0.010742963291704655,0.9696436524391174,0.14065583515912294
APSFailure,RealMLP_GPU,50666,25334,0.010809474541322294,0.021310853065352933,0.0007065869867801666,0.0012261578813195229,0.9928159713745117,1.7711863368749619
